职位,薪资,城市,经验,学历,公司,公司领域,公司性质,公司规模,福利标签,技能标签,岗位描述
运营（跨境电商，双休+五险一金）,5千-1万,成都·青羊区,无需经验,大专,成都康特恩科技集团有限公司,贸易/进出口,民营,1000-5000人,五险一金;双休,数据分析;运营;市场调研;英语读写;亚马逊;ebay;速卖通;英语六级;平台运营;商品运营,
新媒体运营,8千-1.2万,东莞,1年及以上,大专,东莞市格美照明有限公司,机械/设备/重工,民营,少于50人,,,
跨境电商运营专员,5-6千,南京·江宁区,无需经验,本科,汉桑（南京）科技股份有限公司,电子技术/半导体/集成电路,外资（非欧美）,1000-5000人,五险一金;补充医疗保险;免费班车,国际贸易;售后;电子商务;客服;翻译;补货;报表;ai;广告;英语读写,
汽车后市场新媒体运营岗,7千-1.3万,武汉·武汉经济开发区,3年及以上,本科,东风卓联汽车服务有限公司,汽车,国企,1000-5000人,五险一金;绩效奖金;年终奖金;餐饮补贴;节日慰问;生日福利;专业培训,,
新媒体运营/用户运营专员,9千-1.8万·13薪,上海·黄浦区,无需经验,本科,上海择由出国留学服务有限公司,教育/培训/院校,民营,50-150人,高绩效奖金;带薪年假;五险一金,新媒体运营;项目管理;扁平化;用户运营;内容策划;员工出游;季度团建;年度体检,
外贸社媒运营,6千-1.2万,上海·浦东新区,5年及以上,本科,上海正华医疗设备有限公司,医疗设备/器械,民营,150-500人,,市场团队,
采购运营管理JDTD35,6-8千,张家港,1年及以上,本科,张家港保税区泰德瑞尔轨道科技有限公司,机械/设备/重工,民营,150-500人,,,
四川供联裕农供应链服务有限责任公司_采销营运经理,9千-1.2万,成都·青羊区,10年及以上,大专,四川供销云科技有限责任公司,计算机软件,国企,少于50人,培训赋能;培训,谈判;市场调研;供应商管理;采购计划;采购策略;供应商筛选;供应商谈判;成本结构;协同优化,
天猫运营助理,5-8千,常州·金坛区,1-2年,本科,江苏久诺新材科技股份有限公司,建筑/建材/工程,已上市,1000-5000人,,办公软件;国际贸易;商务英语;库存管理;跨境电商;电商平台;订单处理;电商运营;储备干部,市场营销 营销策略
营运经理（农食商超方向）,1-1.5万,广州·天河区,4年及以上,大专,侨鑫国际食品供应链有限公司,互联网/电子商务,民营,未知,,办公软件;数据分析;团队管理;市场信息;连锁超市;服务标准;促销活动,分析销售数据
无人车业务部-交付产品运营,3-4万,深圳,3-4年,,北京三快在线科技有限公司,互联网/电子商务,已上市,10000人以上,,,
营运督导经理,1.5-2.5万,佛山·顺德区,2-3年,大专,广东博领智能家居科技有限公司,家具/家电/玩具/礼品,民营,150-500人,员工福利;培训;导购培训,社会保险;策划活动方案;选址开拓;促销;家具,营销计划
营运助理,3.6-3.8千·15薪,株洲·天元区,无需经验,本科,株洲神农万达广场商业管理有限公司,物业管理/商业中心,民营,未知,五险一金;年终奖金;定期体检;节日福利;周末双休;包吃,,
电商运营,6千-1.2万,贵阳,无需经验,,贵州峥屿清科技有限公司,互联网/电子商务,创业公司,150-500人,弹性工作,兼职;电商运营;日结;电商;宝妈兼职;居家兼职;结算快;视频号运营;好上手;简单,
物业成本运营,3万及以下/年,上海·浦东新区,3年及以上,本科,上海中建东孚物业管理有限公司,物业管理/商业中心,国企,1000-5000人,五险一金;年终奖金;定期体检;带薪年假;节日福利;周末双休;做五休二,,
阿里国际站运营（永泰）,7-9千,广州·白云区,2-3年,,广州乐信服饰有限公司,服装/纺织/皮革,民营,少于50人,单双休;年终奖,数据分析;推广;优化方案;阿里;账号日常运营;关键词挖掘;增加询盘;国际站规则;直通车,营销推广
电商运营助理,5-8千,常州·金坛区,1-2年,本科,江苏久诺新材科技股份有限公司,建筑/建材/工程,已上市,1000-5000人,,办公软件;国际贸易;商务英语;库存管理;跨境电商;电商平台;订单处理;电商运营;储备干部,市场营销 营销策略
外贸跨境电商运营,3.8-6.8千,广州·花都区,1年及以上,大专,广州市奥维拉箱包有限公司,服装/纺织/皮革,民营,150-500人,,数据分析;推广;国际贸易;运营管理;电子商务;英语四级;处理客户投诉;推广计划;全勤奖,市场营销 营销策划
营运助理,3.5-4.5千·15薪,重庆·綦江区,无需经验,本科,重庆万达广场商业管理有限公司綦江分公司,物业管理/商业中心,民营,50-150人,五险一金;年终奖金;定期体检,商户管理;三餐免费,
淘宝运营,4.5-6千·13薪,上海·长宁区,1年及以上,高中,宁波美乐奇日用品有限公司,批发/零售,外资（欧美）,150-500人,五险一金;做五休二,电子商务;淘宝运营;电商运营,
营运专员,6-7千,上海·静安区,1年及以上,本科,上海南澳设备发展有限公司,机械/设备/重工,民营,少于50人,五险一金;年终奖金;专业培训,库存管理;台账;应收款管理;人事;采购,
新媒体运营,8千-1.2万,东莞,1年及以上,大专,东莞市格美照明有限公司,机械/设备/重工,民营,少于50人,,,
1688运营,6-7千,佛山·顺德区,3年及以上,大专,广东伟经日用五金制品有限公司,家居/室内设计/装潢,民营,1000-5000人,五险一金;绩效奖金,计算机;办公软件;word;ps;电子商务;店铺运营;powerpoint;阿里巴巴;电商运营,销售
亚马逊运营（欧洲站）,6千-1万,广州·白云区,1年及以上,本科,广州市艾梦贸易有限公司,贸易/进出口,民营,少于50人,绩效奖金,市场调研;解决方案;市场分析;英语读写;处理客户投诉;推广计划;定价;数据统计分析;亚马逊运营,销售政策
商务运营助理,5-7千,上海·松江区,1年及以上,本科,炫途储能科技（上海）有限公司,电子技术/半导体/集成电路,民营,50-150人,,新媒体运营;电子商务;维护客户关系;发货;电商平台;文案撰写;售前咨询;售后处理;发票管理,市场营销
汽车后市场新媒体运营岗,7千-1.3万,武汉·武汉经济开发区,3年及以上,本科,东风卓联汽车服务有限公司,汽车,国企,1000-5000人,五险一金;绩效奖金;年终奖金;餐饮补贴;节日慰问;生日福利;专业培训,,
营运助理/ 商场运营/商场管理,4-5千,佛山·顺德区,1年及以上,大专,佛山市顺德区海骏达商业管理投资有限公司,物业管理/商业中心,民营,150-500人,五险一金;技能培训;员工培训;入职培训,商场运营;购物中心;营运;商户管理;物业管理;品牌管理;晋升通道;晋升,
金海基地木片采购运营专员,6千-1.2万,儋州,5年及以上,本科,海南金海浆纸业有限公司,印刷/包装/造纸,外资（非欧美）,1000-5000人,五险一金;年终奖金,数据分析;统计;报表;跟单;物资盘点;外贸公司;工厂采购;供应计划;木材加工;统计日报表,
跨境电商运营专员,5-6千,南京·江宁区,无需经验,本科,汉桑（南京）科技股份有限公司,电子技术/半导体/集成电路,外资（非欧美）,1000-5000人,五险一金;补充医疗保险;免费班车,国际贸易;售后;电子商务;客服;翻译;补货;报表;ai;广告;英语读写,
亚马逊精品运营 双休,7千-1.4万,常州·天宁区,1年及以上,本科,成蝶跨境电商（常州）有限公司,互联网/电子商务,民营,少于50人,五险一金;绩效奖金,英语四级;亚马逊;跨境运营;运营;电子商务;亚马逊平台;产品详情页;分析市场数据;市场洞察力,
无人车业务部-交付产品运营,3-4万,深圳,3-4年,,北京三快在线科技有限公司,互联网/电子商务,已上市,10000人以上,,,
PMC主管/营运主管,1.3-1.8万,宁波·鄞州区,5年及以上,大专,江西豪斯特汽车零部件有限公司,汽车,民营,1000-5000人,五险一金;员工旅游,管理;物流;生产计划;包装;iatf16949;订单评审;产能评估;物料控制;计划制定,客户关系维护
订单运营助理（实习生）,3.5-4.5千,佛山·顺德区,无需经验,本科,广东速联科技术股份有限公司,通信/电信/网络设备,民营,500-1000人,五险一金;员工旅游,excel;英语;word;ppt;英文;英语读写;数据统计分析;数据处理;订单运营;大学生,
招商运营总监,1-1.5万,宜昌·夷陵区,5-10年,本科,湖北铎荣建筑工程有限公司,建筑/建材/工程,民营,150-500人,五险一金;节日福利;节假日福利,包三餐;包食宿;数据分析;谈判;成本核算;团队建设;运营管理;招商,活动策划
海外社交媒体运营专员,6-8千,杭州·余杭区,无需经验,本科,杭州龙创汽车技术有限公司,汽车,民营,150-500人,五险一金;带薪年假;员工旅游;年终奖金;绩效奖金;出国机会;专业培训;定期体检;有餐补;租房补贴,,
运营部经理,8千-1.3万·13薪,合肥·蜀山区,3年及以上,大专,安徽创兴食品有限公司,快速消费品(食品、饮料、化妆品),民营,150-500人,五险一金;年终奖金,运营管理;服务;市场动态;产品引进;经营方案;经营计划方案;督导;巡检;经营计划,营销
ERP运营工程师,5-7.5千·13薪,广州·天河区,1年及以上,大专,上海新炬网络信息技术股份有限公司,计算机服务(系统、数据服务、维修),已上市,1000-5000人,五险一金;绩效奖金;年终奖金;带薪年假,erp系统;linux;数据库;团建活动;节假日礼品,
店铺营运助理（深圳）,7千-1万,深圳,1年及以上,,路易威登（中国）商业销售有限公司,奢侈品/收藏品/工艺品/珠宝,外资（欧美）,1000-5000人,五险一金;绩效奖金;餐饮补贴;交通补贴,店铺运营,
海外社媒运营专员,8千-1.2万·13薪,深圳,2年及以上,大专,深圳市丰汇橙就科技有限公司,快速消费品(食品、饮料、化妆品),民营,少于50人,,外贸B端;社交媒体;海外市场,
综合柜员岗（营运服务）,7-8千,无锡·梁溪区,1-2年,本科,中国太平洋人寿保险股份有限公司无锡分公司,保险,国企,5000-10000人,,保险;柜面服务;保全;投诉受理,
网店运营欧美市场居家有人带,8千-1万,呼和浩特·赛罕区,无需经验,,大连盛仁智能科技有限公司,互联网/电子商务,民营,50-150人,培训,远程办公;全职;居家办公;市场团队;有人带;团队氛围,
物业运营经理,10-13万/年,湖州·长兴县,1年及以上,本科,成都优品道物业管理有限公司,物业管理/商业中心,民营,500-1000人,带薪年假;五险一金;双休;餐补,物业管理;物业;运营管理;物业服务;市场拓展;品牌宣传;标书制作;费用收缴,
海外营运专员--急聘,8千-1.3万,东莞·东城区,1年及以上,大专,东华机械有限公司,机械/设备/重工,外资（非欧美）,500-1000人,五险一金;年终奖金;定期体检;带薪年假;通讯补贴;补充医疗保险;带薪病假,,
天猫京东运营（自有品牌）,8千-1.2万,武汉·江夏区,3年及以上,大专,武汉先同科技股份有限公司,机械/设备/重工,民营,150-500人,缴纳五险;五险一金;带薪年假;节日福利,运营;天猫;京东;成熟店铺;稳定增长;喷码机;耗材;定期团建;奖金,
营运经理,1.2-1.5万,深圳,5年及以上,大专,深圳市利联太阳百货有限公司,批发/零售,民营,500-1000人,五险一金;绩效奖金;专业培训;餐饮补贴,管理;人员管理;货品管理;商品管理;顾客服务;活动洽谈,销售 营销
生产助理（生产营运方向）(J10148),5-6千,江门·新会区,无需经验,本科,李锦记（新会）食品有限公司,快速消费品(食品、饮料、化妆品),合资,1000-5000人,,,
光伏储能项目运营负责人（南部）,1-2万,南充,3年及以上,本科,四川省满福置业有限公司,多元化业务集团公司,国企,150-500人,,光伏储能;运营;运营管理,
高级招商营运经理,1.5-2万·14薪,广州·白云区,3年及以上,本科,化州万达广场商业管理有限公司,物业管理/商业中心,民营,50-150人,专业培训;五险一金;年终奖金;定期体检;绩效奖金;餐饮补贴,,
项目招商营运负责人,1.5-2.5万,上海,2年及以上,本科,上海旭美商业管理集团有限责任公司,物业管理/商业中心,民营,500-1000人,五险一金;补充医疗保险;绩效奖金;定期体检;培训,谈判;招商;合同签订;洽谈;商业地产;招商策略;商业管理,
零售运营经理,7千-1.1万,广州·花都区,3年及以上,本科,广东省旦品商业发展有限公司,批发/零售,民营,150-500人,绩效奖金,团队管理;运营管理;货品管理;商品陈列;服务流程;监控库存;零售业务;零售行业;协调团队成员,销售策略
高潜-招商营运高级专业经理/专业经理,1.8-2.5万,上海·嘉定区,5年及以上,本科,上海镌新企业管理有限公司,物业管理/商业中心,已上市,500-1000人,五险一金;做五休二;带薪年假;餐饮补贴,数据分析;现场管理;运营管理;招商;营运;市场动态;营运管理;进场装修,
