职位,薪资,城市,经验,学历,公司,公司领域,公司性质,公司规模,福利标签,技能标签,岗位描述
央企管培生（广发银行+国寿）,1.2-1.5万·13薪,郑州·管城回族区,无需经验,本科,中国人寿保险股份有限公司郑州市分公司,保险,国企,10000人以上,保险;免费培训;意外险;双休;提成;培训,津贴;季度旅游;上不封顶;晋升;新人奖;月度奖励;央企;新人津贴,
宁波银行校招培训生,7千-1.4万,宁波,无需经验,本科,嘉兴市启坤人力资源服务有限公司长春分公司,计算机软件,合资,未知,五险一金,运营;客户维护;综合柜员;柜面服务;资产管理;资产配置方案;客户咨询解答;存取款,客户服务 投资理财
天府四街 7000银行 双休,6.5-8千,成都·武侯区,无需经验,大专,四川泰盈科技有限公司,计算机软件,民营,未知,五险一金;带薪休假;带薪年假;双休;带薪培训;不加班;下午茶;餐补;假日福利;购买五险,坐班;行政班;无需外出,
银行账单分期专员五险一金15000+,1.5-2万,上海·长宁区,无需经验,高中,百斯特佩捷软件技术服务（辽宁省）有限公司,电子技术/半导体/集成电路,民营,未知,带薪年假;五险一金;年终奖励;年假;培训;带薪旅游,奖金;提供住宿;底薪;社团活动;员工活动;满勤奖;生日会,
银行大堂助理-深圳蛇口支行,6-6.2千,深圳,无需经验,大专,京北方信息技术股份有限公司BPO,计算机服务(系统、数据服务、维修),民营,10000人以上,五险一金;节日福利;带薪年假;专业培训;绩效奖金;年终奖金,引导取号;指导填单;业务解释;处理客户投诉;弹性工作,
银行坐席客服（住宿+五险一金）,1-1.5万,广州·天河区,无需经验,,上海志行合力网络技术有限公司,通信/电信运营、增值服务,民营,1000-5000人,系统培训;缴纳五险;提成;公司福利,无责底薪;旅游团建;团建活动;职业发展;法定节假;住宿;月度奖金;季度奖金,
银行后台文员,5-8千,合肥·滨湖新区,无需经验,中技/中专,银雁科技服务集团股份有限公司,金融/投资/证券,民营,10000人以上,周末双休;五险一金;餐补;培训,电脑;审核;打字;文职;资料录入;征信记录;免费健身;健身房;环境舒适,销售
银行后台 7800不限经验,6千-1万,成都·武侯区,无需经验,大专,四川泰盈科技有限公司,计算机软件,民营,未知,五险一金;带薪培训;下午茶;不加班;带薪休假,旅游;兼职;报销车费;团建;节假日;法定节假;行政班;提供宿舍,
银行柜员,5.5-7.5千,抚州,无需经验,高中,合肥百南信息咨询有限公司,互联网/电子商务,民营,未知,专业培训;绩效奖金;年终奖金,转账;存款;柜面业务;取款;营业网点;数据录入,银行 客户服务 金融服务
银行保险培训岗位（长远发展） (MJ000520),7千-1.2万·18薪,武汉·江汉区,3年及以上,本科,招商信诺人寿保险有限公司湖北分公司,保险,合资,5000-10000人,培训;产品培训;新人培训;培训支持;销售队伍培训;五险一金;绩效奖金,课程设计;客户活动;辅导训练,金融
邮储银行分期客服周末双休银行本部上班,6千-1.2万,合肥·滨湖新区,无需经验,中技/中专,合肥森悦人力资源管理有限公司,专业服务(咨询、人力资源、财会),民营,50-150人,周末双休;五险一金;专业培训;节日福利;加班补贴;高温补贴;绩效奖金;做五休二,全勤奖;弹性工作;计算机;信用卡,
宁波银行校招培训生,7千-1.4万,宁波,无需经验,本科,嘉兴市启坤人力资源服务有限公司长春分公司,计算机软件,合资,未知,五险一金,运营;客户维护;综合柜员;柜面服务;资产管理;资产配置方案;客户咨询解答;存取款,客户服务 投资理财
银行文员周末双休（纯文职）,3-5千,武汉,无需经验,大专,银雁科技服务集团股份有限公司,金融/投资/证券,民营,10000人以上,五险一金;周末双休;带薪年假;培训;买五险,打字;录入凭证;学信网;兼职;产假;月休8天;8小时;节假日,
银行内部文员+早九晚六+五险一金,4.5-8千,西安·雁塔区,无需经验,大专,广东鸿联九五信息产业有限公司,外包服务,国企,10000人以上,不加班;五险一金;年假产假婚假;周末双休,早九晚六;轻松无压力;工作轻松,银行内部
银行大堂经理,4-4.1千,杭州·钱塘区,无需经验,大专,浙江盛和天成人力资源服务有限公司,专业服务(咨询、人力资源、财会),民营,未知,周末双休,工商管理;财会;业务办理;引导;解答客户咨询;指导客户;协调客户投诉;受理客户;分流客户,金融
个人银行客户拓展部 业务拓展岗 ID177070,7千-1.4万,上海,3年及以上,本科,东亚银行（中国）有限公司,银行,外资（非欧美）,1000-5000人,五险一金;补充医疗保险;专业培训;年终奖金;定期体检,渠道资源;团队合作;经济,销售 客户营销 金融
某国资银行零售客户经理助理岗位,4-6千,武汉·洪山区,无需经验,大专,湖北顺华人力资源有限公司,专业服务(咨询、人力资源、财会),民营,未知,节日福利;五险一金;生日福利,计算机;招聘;推广;宣传;产品推广,销售 市场营销 金融 活动策划 客户服务
银行出纳/融资助理,5-7千,六安,1年及以上,本科,长江精工钢结构（集团）股份有限公司,建筑/建材/工程,民营,10000人以上,五险一金;通讯补贴;餐饮补贴,出纳;采购成本;现金日常管理;账务处理;免费班车,银行融资 银行账务处理 银行出纳
银行文员双休不加班（纯文职）,6-8千,北京,1年及以上,大专,银雁科技服务集团股份有限公司,金融/投资/证券,民营,10000人以上,不加班;五险一金;缴纳五险;双休;周末双休,投诉处理;客户投诉;电话客服;兼职;8小时;节假日,银行产品
泰隆银行嘉兴分行授信评审岗,1-1.5万·14薪,嘉兴·南湖区,1-3年,本科,浙江泰隆商业银行股份有限公司嘉兴分行,银行,民营,5000-10000人,,信审,
银行行政会务,3千及以下,沈阳·沈河区,1年及以上,大专,招商局物业管理有限公司沈阳分公司,物业管理/商业中心,国企,500-1000人,五险一金;带薪年假;节日福利;周末双休,楼层管家;来访接待;会议服务;包吃;法定休息,
银行后台监管/五险一金/线上面试,4.5-6.5千,石家庄·桥西区,无需经验,大专,广东鸿联九五信息产业有限公司,外包服务,国企,10000人以上,双休;缴纳五险;五险一金;带薪年假;下午茶;缴纳社保;培训,健身房;奖金;提供住宿;坐班;食堂;节假日;住宿,
银行大堂助理（就近分配）,4-6千,扬州,无需经验,中技/中专,长沙惠邦网络科技有限公司,银行,民营,1000-5000人,五险;双休,导购;征信;迎接客户;操作指导;咨询答疑;客户电话回访;客服;就近分配;底薪,手机银行 商场销售
泰隆银行嘉兴分行保卫干事岗,5-8千,嘉兴·南湖区,无需经验,本科,浙江泰隆商业银行股份有限公司嘉兴分行,银行,民营,5000-10000人,,,
银行客服岗,5千-1万,北京·房山区,无需经验,中技/中专,宁波正立企业咨询服务有限公司北京分公司,专业服务(咨询、人力资源、财会),民营,未知,年终奖;绩效奖金;五险一金;下午茶;补贴,全勤奖;奖金;房补;节假日休;底薪;无需外出;补助;生日红包;电脑,
银行分期客服+可接受小白,7千-1万,石家庄·鹿泉区,无需经验,大专,银雁科技服务集团股份有限公司,金融/投资/证券,民营,10000人以上,工会福利;五险;带薪年假;餐补;健康体检;五险一金,员工食堂;全勤奖;团建活动;节假日;法定节假;社团活动,
银行热线客服（周末双休）,4-7千,重庆·渝北区,无需经验,高中,长沙惠邦网络科技有限公司,银行,民营,1000-5000人,带薪年假;周末双休;五险;双休;专业培训;培训;提成,定期团建;法定节假;晋升;晋升机制;节假日,
银行上班 双休 线上面试,4-7千,石家庄·桥西区,无需经验,大专,广东鸿联九五信息产业有限公司,外包服务,国企,10000人以上,下午茶;双休;五险一金;缴纳五险;专业培训;绩效奖金;年终奖金,奖金;定期团建;氛围轻松;8小时;月奖,
建设银行 五险一金双休客服,4-8千,重庆·渝北区,无需经验,中技/中专,重庆勤通网络科技服务有限公司,银行,民营,150-500人,双休;五险一金;专业培训;绩效奖金;培训;假日福利;岗位补贴,师傅带教;节假日;员工活动;晋升机会;津贴,
急招 1W+银行分期专员 五险,8千-1.6万,石家庄,无需经验,大专,银雁科技服务集团股份有限公司,金融/投资/证券,民营,10000人以上,单双休;节日福利;五险;年终奖;带薪年假;缴纳五险;五险一金;双休;培训,员工食堂;团建活动;上不封顶,
银行大堂助理（就近分配）,4-6千,扬州,无需经验,中技/中专,长沙惠邦网络科技有限公司,银行,民营,1000-5000人,五险;双休,导购;征信;迎接客户;操作指导;咨询答疑;客户电话回访;客服;就近分配;底薪,手机银行 商场销售
银行大堂助理,3-4千,昆明,无需经验,本科,云南自由贸易试验区大周人力资源有限公司,专业服务(咨询、人力资源、财会),民营,少于50人,有五险,计算机;经济,金融
招商银行账单分期专员/入职六险一金,6千-1.2万·13薪,成都·青羊区,无需经验,,招商信诺人寿保险有限公司成都电话销售中心,银行,民营,5000-10000人,年终奖;社保;带薪病假;带薪培训;带薪年假;提成;培训,奖金;旅游;免费体检;六险一金;底薪;食堂;节假日,
银行内部外呼坐席/入职五险一金,8千-1万,南宁,无需经验,大专,银雁科技服务集团股份有限公司,金融/投资/证券,民营,10000人以上,五险一金;带薪年假;绩效奖金;项目奖金,月休6天;客户资源;电话外呼;催回,
银行大堂助理（五险一金）,4-6千,南通,无需经验,中技/中专,长沙惠邦网络科技有限公司,银行,民营,1000-5000人,五险;双休,导购;征信;迎接客户;操作指导;咨询答疑;客户电话回访;客服;就近分配;底薪,手机银行 商场销售
兴业银行电话客服专员,7-9千,武汉·武昌区,1年及以上,本科,兴业银行股份有限公司武汉分行,金融/投资/证券,民营,未知,工会福利;五险一金;绩效奖金;带薪年假;不加班;缴纳五险;节日慰问,底薪,
建设银行 五险一金双休客服,4-8千,重庆·渝北区,无需经验,中技/中专,重庆勤通网络科技服务有限公司,银行,民营,150-500人,双休;五险一金;专业培训;绩效奖金;培训;假日福利;岗位补贴,师傅带教;节假日;员工活动;晋升机会;津贴,
急招 1W+银行分期专员 五险,8千-1.6万,石家庄,无需经验,大专,银雁科技服务集团股份有限公司,金融/投资/证券,民营,10000人以上,单双休;节日福利;五险;年终奖;带薪年假;缴纳五险;五险一金;双休;培训,员工食堂;团建活动;上不封顶,
银行客服（周末双休和平区）,5-6千,沈阳,无需经验,中技/中专,长沙惠邦网络科技有限公司,银行,民营,1000-5000人,五险一金;专业培训;带薪年假;周末双休;不加班;绩效提成,定期团建;大小周;奖金;无责底薪;节假日休;节假日,
郑州银行电话客服,8千-1.2万,郑州,无需经验,中技/中专,中融国信（北京）资产管理有限公司,金融/投资/证券,民营,1000-5000人,五险一金;专业培训;绩效奖金;年终奖金;定期体检,全勤奖;电脑;不良资产管理,
浦发银行营销辅助岗（黄浦区）,7-8千,上海·黄浦区,无需经验,本科,上海财安金融服务集团股份有限公司,金融/投资/证券,民营,1000-5000人,五险一金;年终奖金;带薪年假;餐饮补贴;周末双休,助理,银行 客户经理
银行分期客服+可接受小白,7千-1万,石家庄·鹿泉区,无需经验,大专,银雁科技服务集团股份有限公司,金融/投资/证券,民营,10000人以上,工会福利;五险;带薪年假;餐补;健康体检;五险一金,员工食堂;全勤奖;团建活动;节假日;法定节假;社团活动,
银行大堂助理（就近分配）,4-6千,武汉,无需经验,中技/中专,长沙惠邦网络科技有限公司,银行,民营,1000-5000人,五险;提成,推广;导购;征信;绑卡;介绍产品;就近分配,客户营销 商场销售 网上银行 手机银行 电子银行
银行上班 双休 线上面试,4-7千,石家庄·桥西区,无需经验,大专,广东鸿联九五信息产业有限公司,外包服务,国企,10000人以上,下午茶;双休;五险一金;缴纳五险;专业培训;绩效奖金;年终奖金,奖金;定期团建;氛围轻松;8小时;月奖,
银行客服（纯客服）,6-9千,杭州·萧山区,1-3年,大专,嘉兴市启坤人力资源服务有限公司长春分公司,计算机软件,合资,未知,五险一金;补贴;餐费补贴;培训;住房补贴;员工福利,交通补助;全勤奖;员工活动;底薪;晋升;员工餐厅;津贴,
