职位,薪资,城市,经验,学历,公司,公司领域,公司性质,公司规模,福利标签,技能标签,岗位描述
实习生（战略与融投资部）,3-4千,东莞·厚街镇,无需经验,本科,广东鼎泰高科技术股份有限公司,原材料和加工,已上市,1000-5000人,五险一金;年终奖金,运营管理;经济;cfa;可行性分析;cpa;行业研究,金融 股权投资 战略规划 投资并购
科创投公司总经理,60-120万/年,珠海·香洲区,10年及以上,本科,珠海市香洲正菱控股有限公司,政府/公共事业,国企,500-1000人,专业培训;绩效奖金;带薪年假;定期体检;周末双休;五险两金,晋升;法定节假,投资
投资经理,3-5千,深圳,无需经验,硕士,深圳高瞻远瞩信息咨询有限公司,金融/投资/证券,民营,少于50人,五险一金;补充医疗保险;补充公积金,投行;尽职调查;研究员,项目路演 投资经理
招投标专员,4-5千,昆明·五华区,1年及以上,本科,云南栢田医疗科技有限公司,医疗设备/器械,民营,150-500人,五险一金;绩效奖金;专业培训,招投标;投标;行政管理;归档;档案管理;技术方案;封装;排版;打印,市场营销
投标专员,5-8千,广州·白云区,1年及以上,大专,上海纵港投资控股集团有限公司,多元化业务集团公司,民营,1000-5000人,,excel;word;投标;归档;开标;通讯;市场动态;政府;投标报名;朝九晚六;大小休,银行
广告投流总监,2-4万·15薪,杭州·余杭区,6年及以上,本科,杭州凡略科技有限公司,金融/投资/证券,民营,未知,,团队管理;广告投放;广告;用户画像;后台;投放策略;传媒;投放;用户行为分析;流量扶持,市场营销
投资银行部项目经理（高级）(000635),1.5-2.5万,上海·浦东新区,8年及以上,硕士,国盛证券有限责任公司,金融/投资/证券,国企,1000-5000人,,证券从业资格;团队管理;客户沟通;维护客户关系;客户资源;cpa;持续督导;注册会计师;团队建设,金融机构 ipo
融资总监,1.5-3万,深圳·罗湖区,5年及以上,本科,深圳市格纳斯黄金科技有限公司,采掘业/冶炼,民营,未知,,房地产;谈判;方案设计;尽职调查;经济;融资;风险控制;投行,金融 银行
投资经理,7千-1.4万,武汉,5年及以上,本科,武汉星汉无限创业投资合伙企业（有限合伙）,金融/投资/证券,民营,少于50人,五险一金;补充医疗保险;补充公积金;绩效奖金;通讯补贴;年终奖金;定期体检,弹性工作,
投资经理/项目经理,2-3万,上海·浦东新区,5年及以上,硕士,宁波交源资产管理有限公司,金融/投资/证券,民营,少于50人,五险一金,谈判;尽职调查;投后管理;立项;行业研究;决策;出资;退出,投资项目筛选
python开发工程师（金融方向）,2-3万,深圳·福田区,5年及以上,本科,深圳市法本信息技术股份有限公司,计算机软件,国企,未知,五险一金;专业培训;周末双休,,金融 银行
财务总监（融资）,1.5-2.5万,上海·浦东新区,8年及以上,本科,上海芯问科技有限公司,电子技术/半导体/集成电路,民营,少于50人,五险一金,财务;谈判;财务管理;成本控制;融资;cfa;资金管理;cpa,金融 投资
轨交资产-融资高级经理,2-2.8万,苏州·姑苏区,3-5年,本科,安辰峻（江苏）商业管理有限公司,房地产,国企,150-500人,五险一金;绩效奖金;年终奖金;专业培训;定期体检;餐饮补贴;带薪年假;员工旅游;节日福利;周末双休;做五休二,,
行业研究及项目策划专员,8千-1.6万,北京·西城区,2年及以上,硕士,北京智润恒辉科技有限公司,专业服务(咨询、人力资源、财会),民营,少于50人,五险一金,储能;能源;产业研究,
财富顾问,1-1.5万,上饶,无需经验,本科,招商证券股份有限公司上饶广信大道证券营业部,金融/投资/证券,国企,50-150人,保险;绩效奖金;五险一金;通讯补贴,理财规划师,财富顾问 金融 销售 投资 理财顾问 客户经理 财富管理
投行经理,2-3.5万,北京·西城区,2年及以上,硕士,前锦网络信息技术（上海）有限公司,专业服务(咨询、人力资源、财会),外资（非欧美）,5000-10000人,培训,数据分析;谈判;ppt;通信;方案设计;ai;理工科;雅思;生物医药;托福;全职;新能源;能力优先,
管培生,6-7千,贵阳·南明区,无需经验,大专,贵州汕悠建筑工程有限公司,建筑/建材/工程,民营,未知,五险一金;绩效奖金;年终奖金;定期体检;餐饮补贴,数据分析;商务洽谈;方案论证;研究分析,行业分析 金融学
副总经理,40-80万/年,上海·虹口区,5年及以上,本科,中信证券股份有限公司上海分公司,金融/投资/证券,国企,10000人以上,五险一金;通讯补贴;年终奖金;定期体检;专业培训;补充医疗保险,副总经理;总经理;两融业务,上市公司
所长助理 （会计师事务所）,8千-1.4万,深圳·光明区,无需经验,本科,深圳公平会计师事务所（普通合伙）,会计/审计,民营,少于50人,五险一金;员工旅游;交通补贴;专业培训,秘书;助理;办公;会议;文秘;总经理助理;董事长助理;经理助理,
融资总监,2-3.9万,东莞·南城区,8年及以上,本科,广东省林格科技集团有限公司,多元化业务集团公司,民营,500-1000人,节日福利;带薪假期,管理;房地产;采购;财务;erp;谈判;会计;物流;运营管理;大小周,金融 上市公司
融资（资金）经理,1.5-2万,上海·静安区,3年及以上,本科,国动网络通信集团股份有限公司,通信/电信/网络设备,民营,1000-5000人,,财务;英语;融资,银行
承做岗（2026届校园招聘）,8千-1万,上海·浦东新区,无需经验,本科,东海证券股份有限公司,金融/投资/证券,国企,1000-5000人,五险一金;绩效奖金,财务;尽职调查;项目开发;经济;法律;投行;募集说明书;存续期管理;融资方案设计,金融
财富顾问,8-15万/年,北京·东城区,1-3年,本科,招商证券股份有限公司北京光明路证券营业部,租赁服务,国企,10000人以上,五险一金;补充医疗保险;带薪年假;年终奖金;专业培训;定期体检;通讯补贴;有餐补;项目奖金,,
业务序列岗（营销总监）,8千-1.6万,乌鲁木齐·新市区,5年及以上,本科,世纪证券有限责任公司,金融/投资/证券,国企,1000-5000人,五险一金;专业培训,,上市公司
器械医药行业财务总监（需要有注会or CMA证书）,2.5-5万·14薪,南京·建邺区,5年及以上,本科,合肥鱼文人力资源有限公司,教育/培训/院校,民营,少于50人,,,ipo
数据仓库建模工程师（金融方向）,1.5-2.5万,广州·天河区,3年及以上,本科,广州图灵科技有限公司,计算机软件,民营,50-150人,五险一金;绩效奖金;带薪年假,计算机;需求分析;sql;需求调研;基金;信息管理;wind;数据仓库;投行,金融工程
债权承做经理 (MJ003841),1.6-2万·17薪,上海·浦东新区,1-3年,本科,远东宏信普惠融资租赁（天津）有限公司,金融/投资/证券,已上市,1000-5000人,五险一金;补充医疗保险;带薪年假;年终奖金;专业培训;通讯补贴;交通补贴,,
资深法律风险专员,1.5-2万·13薪,杭州·上城区,2-3年,本科,博将集团有限公司,金融/投资/证券,民营,150-500人,五险一金;绩效奖金;定期体检,法律;英语读写;台账;法务;法律文书;投行;法律咨询;合同法,投资 投融资
债券承做岗(007951),1.4-2万,深圳·南山区,1-5年,硕士,五矿证券有限公司,金融/投资/证券,国企,1000-5000人,带薪年假;周末双休;五险一金;定期体检,尽职调查;经济;法律;cfa;财会;cpa;投行;募集说明书,金融
法务经理/主管（代集团总部招聘）,1.2-2万·15薪,南京·栖霞区,3-8年,本科,南京同仁堂健康产业有限公司,多元化业务集团公司,国企,50-150人,培训;五险一金,谈判;法学;可行性分析;法律文书;法律咨询;诉讼;仲裁;债权融资;央企,并购重组 投融资
承做岗,8千-1.2万,上海·浦东新区,无需经验,本科,东海证券股份有限公司,金融/投资/证券,国企,1000-5000人,五险一金;绩效奖金;年终奖金,财务;谈判;尽职调查;项目开发;经济;法律;投行;募集说明书;资源协调,金融
行政助理（运营方向）（江门）,5-7千,江门·台山市,无需经验,本科,深圳市普利工程咨询有限公司,建筑/建材/工程,民营,500-1000人,五险一金;周末双休,计算机;工程造价;人力资源;造价;投标;行政管理;工商管理;市场开拓;学生干部;英语4级,
法务专员,8-9千,上海·青浦区,无需经验,硕士,金松资本管理有限公司,金融/投资/证券,民营,少于50人,五险一金;带薪年假;节日福利,招聘;基金;合同管理;法律;c1驾照;经济法;立项;法律文书;法律咨询,金融
资深财务总监,2.8-3.5万·15薪,广州·白云区,10年及以上,本科,广东省翌丰科技产业发展有限公司,农/林/牧/渔,国企,500-1000人,带薪年假;五险;绩效奖金,财务;ai;税务筹划;会计准则;养殖;信息披露;会计处理;财务体系;财务尽调;ifrs,
浙江区域机构业务经理,2-4万,杭州·拱墅区,2年,本科,中航证券有限公司安徽分公司,金融/投资/证券,国企,50-150人,五险一金;周末双休;补充公积金;员工旅游;定期体检;年终奖金;绩效奖金,机构业务;对公业务;弹性工作,证券公司
集团执行总裁,3.5-7万,成都,10年及以上,本科,四川晨明资产经营管理有限公司,房地产,民营,150-500人,绩效奖金;五险一金;员工旅游,免费班车,
区域销售经理（运力川渝地区）,1.5-2.5万,成都,5年及以上,大专,北京骏电新能源科技有限公司,新能源,民营,少于50人,五险一金;缴纳五险,客户档案;调研;投行;新能源;运力资源;合作方案;维护合作渠道;新能源重卡;商务谈判,
并购副总裁VP,40-60万/年,上海·浦东新区,5年及以上,本科,上海千舟置业有限公司,房地产,民营,少于50人,五险一金;定期体检;年终奖金;绩效奖金,财务;英语;谈判;会计;尽职调查;cfa;cpa,金融 投资 并购投资
战新产业组证券承销岗(007972),1.3-2.5万,北京·东城区,3年及以上,硕士,五矿证券有限公司,金融/投资/证券,国企,1000-5000人,五险一金;定期体检;专业培训;带薪年假;节日福利,战略新兴产业;投行;管理规范,
企业并购咨询(168342) 日语英语必须,1.8-3.6万,上海·浦东新区,3年及以上,本科,上海艾杰飞人才管理咨询有限公司,专业服务(咨询、人力资源、财会),外资（非欧美）,50-150人,五险一金;带薪休假,项目管理;英语;尽职调查;业务咨询;日语;cpa;投行;企业价值评估,投资咨询 投资银行
高级资本市场专员,1.5-1.7万,广州·黄埔区,2-3年,本科,景业名邦控股（广州）有限公司,房地产,已上市,500-1000人,带薪年假;五险一金;高温补贴,合并报表;信息披露,投资关系管理 资本市场
财务（高级）经理,1.2-2万·14薪,东莞·松山湖区,5-7年,大专,广东优赛科技有限公司,专业服务(咨询、人力资源、财会),民营,150-500人,五险一金;年终奖金;专业培训,财务;项目管理;咨询服务;成本会计;注册会计师证;客户沟通协调;中级会计师,
CSO（首席战略官）,2.5-5万,张家港,3年及以上,本科,苏州九十度航空科技有限公司,航天/航空,民营,50-150人,五险一金;定期体检;绩效奖金;专业培训;年终奖金;带薪年假;零食下午茶;有餐补,科技公司;定期团建;股权激励,
项目经理,8千-1.2万,北京·海淀区,2年,硕士,建银嘉华投资（北京）有限公司,金融/投资/证券,民营,少于50人,,投行;债券承做,投资银行
产业招商专员,8-10万/年,南通·海门区,3年及以上,本科,江苏叠石桥家纺产业集团有限公司,服装/纺织/皮革,国企,150-500人,五险一金;带薪年假;节日福利,业务拓展;新能源科技;医疗设备;智能装备,市场营销 投融资管理
高薪理财规划师,8千-1.5万,北京·丰台区,2年,大专,中国平安人寿保险股份有限公司北京分公司,保险,民营,10000人以上,保险,投行;私募;理财;信托;贷款;信用卡,金融 销售 银行
债券业务承做岗实习生,3千及以下,上海·浦东新区,无需经验,本科,东海证券股份有限公司,金融/投资/证券,国企,1000-5000人,五险一金;绩效奖金,尽职调查;项目开发;经济;法律;财会;募集说明书;存续期管理;承做;融资方案设计,金融
BK823I-跨境银团并购团队负责人,3-4万,深圳·福田区,8-9年,本科,平安银行股份有限公司,银行,已上市,10000人以上,绩效奖金;补充医疗保险;定期体检;餐补;五险一金;带薪年假,,
集团财务总监,3.5-5.4万·13薪,宁波·余姚市,10年及以上,本科,杭州鸿昇企业管理有限公司,专业服务(咨询、人力资源、财会),民营,150-500人,五险一金;带薪年假,管理;财务;财务管理;半导体行业;财务核算;投行;报表编制;会计师事务所,投资 投资人对接
集团financial controller,2-3万·13薪,宁波·余姚市,5年及以上,本科,宁波泰睿思微电子有限公司,电子技术/半导体/集成电路,民营,500-1000人,五险一金;餐饮补贴;年终奖金;定期体检;双休;住房补贴,,
基金管理,18-25万/年,宜昌·宜都市,3年及以上,硕士,宜都市国通投资开发有限责任公司,金融/投资/证券,国企,50-150人,,谈判;会计;基金;方案设计;管理学;法律;经济学;cfa;投后管理;法学,
投资银行业务分析师,6-8千,广州·海珠区,无需经验,本科,广州格兰堂投资控股集团有限公司,金融/投资/证券,民营,少于50人,零食下午茶;项目奖金;绩效奖金;五险一金;带薪年假;员工旅游;出差补贴,定期团建,
商务经理,1-1.5万,成都·金牛区,3年及以上,本科,金玉安华（四川省）科技有限公司,计算机服务(系统、数据服务、维修),民营,少于50人,五险,招投标;投标;商务;文案撰写;商务拓展;资管;拓展业务;渠道开发维护;业务合作渠道,银行
市场高级/资深项目经理（上海）,1.5-2万,上海,3-4年,本科,东方金诚国际信用评估有限公司,金融/投资/证券,国企,150-500人,五险一金;交通补贴;通讯补贴;年终奖金;绩效奖金;定期体检,,
"财务副总监\总会计师\财务运营经理,总出纳,财务文员",1.5-3万·14薪,上海·杨浦区,3年及以上,中技/中专,上海东臣酒店管理有限公司,酒店/旅游,民营,150-500人,五险一金;定期体检;带薪年假;节日慰问,法定节假日;员工食堂,
金融领域讲师招募,5千/天,杭州·拱墅区,10年及以上,本科,上海法询金融信息服务有限公司,专业服务(咨询、人力资源、财会),民营,未知,培训,学习平台,
经营管理培训生,3-5千·13薪,苏州·苏州工业园区,无需经验,本科,牛眼智能物流设备（苏州）有限公司,仪器仪表/工业自动化,民营,50-150人,五险一金;绩效奖金;专业培训;年终奖金;带薪年假;餐饮补贴;节日福利;周末双休;补充医疗保险,英语;英语听说读写,
证券服务经理 (MJ000353),1-1.5万,南京,无需经验,本科,东方财富证券股份有限公司,金融/投资/证券,民营,1000-5000人,五险一金;补充医疗保险;员工旅游;专业培训;绩效奖金;年终奖金;定期体检,,
分公司直属业务部总经理（江西分公司）,2-4万,南昌·红谷滩区,5年及以上,硕士,华福证券有限责任公司,金融/投资/证券,国企,1000-5000人,五险一金;绩效奖金;年终奖金;专业培训;定期体检;通讯补贴;补充医疗保险;带薪年假;节日福利;周末双休;保险,,
财富部副总经理/银行-本硕双一流,2.5-3.5万,重庆·江北区,5年及以上,硕士,前锦网络信息技术（上海）有限公司,专业服务(咨询、人力资源、财会),外资（非欧美）,5000-10000人,保险,经营管理;风险控制;人才培养;顶层设计;风控体系;产品体系;业务策略;年度经营计划,财富管理 战略规划
机构项目经理（私募）,1-2万,广州·天河区,无需经验,本科,国信证券广州分公司,金融/投资/证券,国企,150-500人,五险一金;补充公积金;带薪年假;绩效奖金;专业培训,基金;方案设计;机构业务;投顾资格;业务开拓,上市公司
国内机构销售（银行、理财子、FOF）,1-2万,上海·黄浦区,无需经验,本科,上海东证期货有限公司,金融/投资/证券,国企,500-1000人,五险一金;补充医疗保险;交通补贴;餐饮补贴;绩效奖金,期货从业资格;经济,客户开发 金融机构 路演 客户开发维护
信托,1-2万,天津·河东区,1-3年,本科,中国平安人寿保险股份有限公司天津市河北支公司,保险,民营,未知,系统培训,客户沟通;运营管理;信托;经济;法律;资料整理;数据整理;客户咨询,金融 金融行业
助理经理/ 经理（商业评估咨询）- 北京,2-3.5万,北京·朝阳区,4年及以上,本科,艾华迪商务咨询（上海）有限公司,专业服务(咨询、人力资源、财会),外资（非欧美）,50-150人,五险一金;定期体检,评估;财务报告;并购交易;财务咨询;估值模型;企业价值评估;管理执行;评估咨询,金融工具
资产管理部基金研究员,1.3-2.5万,上海·浦东新区,1-3年,硕士,世纪证券有限责任公司,金融/投资/证券,国企,1000-5000人,五险一金;补充医疗保险;餐饮补贴;专业培训,尽职调查;基金研究;qdii;定量;交易模型;资产配置模型,金融 fof投资
投资顾问,1.1-1.8万,广州·天河区,1年及以上,本科,国信证券广州分公司,金融/投资/证券,国企,150-500人,带薪年假;定期体检;五险一金;周末双休;节日福利;补充公积金;绩效奖金;专业培训;有餐补,定期团建;家属慰问金,
权益投资岗,9千-1.4万,杭州,1年及以上,本科,东方嘉富人寿保险有限公司,保险,合资,500-1000人,定期体检;有餐补;出差补贴;带薪年假;带薪病假;补充医疗保险;五险一金;年终奖金;专业培训,,
投资经理,1.5-2万·13薪,杭州·余杭区,1年及以上,硕士,浙江赛泽投资集团有限公司,金融/投资/证券,民营,50-150人,五险一金;定期体检;餐饮补贴;员工旅游;交通补贴;通讯补贴;绩效奖金,私募基金;工科背景,投资项目 投资经理
场外衍生品风控岗,6千-1万,上海·浦东新区,1年及以上,本科,中信建投期货有限公司,金融/投资/证券,国企,500-1000人,五险一金;补充医疗保险;交通补贴,统计;风险管理;cfa;压力测试;cpa;数据治理;frm;风险提示,金融 金融工程
财务副总,1-1.5万,荆门,8-10年,本科,湖北九曜物流股份有限公司,交通/运输/物流,民营,150-500人,节日福利;五险;年终奖金;绩效奖金;股票期权;专业培训,提供食宿,
金融市场部融资管理岗（国际业务方向）,1.6-3.2万,武汉·东西湖区,3年及以上,本科,航天科工金融租赁有限公司,金融/投资/证券,国企,50-150人,绩效奖金,融资管理;融资渠道;市场分析;公司投行;外币负债管理;国际业务;外汇管理,金融租赁 融资租赁 金融机构
投资经理,1-1.8万,惠州·大亚湾区,1年及以上,硕士,敏华家具集团（惠州）有限公司,家具/家电/玩具/礼品,已上市,10000人以上,五险一金;员工旅游;交通补贴,数据分析;英语;日常管理;法律;投后管理,金融 投资 投资经理 项目推进
固收承做岗,1-2万,深圳·福田区,无需经验,本科,华金证券股份有限公司,金融/投资/证券,国企,500-1000人,,项目管理;尽职调查;行业研究;业务谈判;项目执行;信息传递;工作底稿;资料收集整理;项目方案设计;材料制作,
融资顾问,5-8千·15薪,广州·增城区,10年及以上,本科,广州远尚信息科技有限公司,互联网/电子商务,创业公司,少于50人,五险一金;出国机会;绩效奖金;股票期权,弹性工作,
高级研究员（基金经理）,25-50万/年,,1-5年,本科,珠海市横琴天勤资产管理有限公司,金融/投资/证券,民营,少于50人,五险一金;餐饮补贴;专业培训;绩效奖金;年终奖金,基金;期货;数据分析;外汇;理财;股票;高级研究员,证券
私募基金产品经理,1-2万,南宁·青秀区,1年及以上,本科,广西极犇资本有限公司,金融/投资/证券,民营,少于50人,五险一金;绩效奖金;带薪年假,信托;经济;私募;私募基金;公募;私募产品,销售 金融 银行 金融产品
金融市场部融资管理岗（直接融资方向）,1.6-3.2万,武汉·东西湖区,3年及以上,本科,航天科工金融租赁有限公司,金融/投资/证券,国企,50-150人,绩效奖金;专业培训;餐饮补贴,融资管理;融资工具;融资渠道;市场分析;公司投行,金融租赁 融资租赁 金融机构
002财富业务岗（无锡）,6-7.9千,杭州,无需经验,大专,财通证券股份有限公司绍兴分公司,制药/生物工程,民营,未知,,,
并购总监（上市公司并购与资产重组方向）,2-4万,南京·建邺区,5年及以上,硕士,华检企业管理（深圳）有限公司,金融/投资/证券,已上市,150-500人,五险一金;带薪年假;绩效奖金;项目奖金;股票期权;出国机会;专业培训,团队建设,上市公司并购 投资
高级研究员（基金经理）,2-3万·13薪,珠海,1-5年,本科,珠海市横琴天勤资产管理有限公司,金融/投资/证券,民营,少于50人,五险一金;餐饮补贴;专业培训;绩效奖金;年终奖金,数据分析;期货;基金;股票;理财;外汇,证券 证券分析师
证券事务代表(A62722),1.5-2.5万·14薪,珠海·金湾区,3年及以上,本科,丽珠医药集团股份有限公司,制药/生物工程,民营,1000-5000人,,医药;财务;英语;法律;投行;风险防范;信息披露;监管,金融 投资 上市公司
投资经理,1.5-1.8万,上海·浦东新区,2年及以上,本科,上海势之能投资管理有限公司,金融/投资/证券,民营,50-150人,五险一金;带薪年假;有餐补,团队管理;项目承揽;fa,
融资顾问,5-8千·15薪,广州·增城区,10年及以上,本科,广州远尚信息科技有限公司,互联网/电子商务,创业公司,少于50人,五险一金;出国机会;绩效奖金;股票期权,弹性工作,
CFO（美股上市）董事会秘书,1.8-3万,上海,5年及以上,本科,金诃藏药股份有限公司,制药/生物工程,民营,500-1000人,五险一金,财务;税务筹划;风险管理;资金管理;财务报告;会计准则;财务流程,投资 ipo 战略规划 上市公司
股权及供应链-融资经理,2-4万·13薪,杭州·滨江区,3年及以上,本科,寰世未来（苏州）安全技术有限公司,电子技术/半导体/集成电路,民营,少于50人,五险一金;带薪年假;带薪病假,管理;经济;融资;供应链;融资方案;融资谈判;融资渠道;交通运输,金融 投资银行
开发工程师,8千-1万,成都·锦江区,3年及以上,本科,成都数创物联科技有限公司,通信/电信/网络设备,民营,少于50人,五险一金;定期体检;带薪年假,java;风险监控;财报分析;python,
投资经理（二级市场）,1.5-2.5万,深圳·福田区,5年及以上,本科,前海股交投资控股（深圳）有限公司,金融/投资/证券,国企,50-150人,五险一金;补充医疗保险;交通补贴;餐饮补贴;通讯补贴;绩效奖金;年终奖金;定期体检;节日福利,员工宿舍,
大客户经理,100-200万/年,深圳·福田区,5-7年,大专,盛景高（上海）科技发展有限公司,专业服务(咨询、人力资源、财会),民营,少于50人,五险一金;专业培训;定期体检;带薪年假;节日福利,投行;政府项目申报;渠道资源;地方政府,上市公司 金融政策
IR融资经理/高级经理,3-6万·15薪,上海·浦东新区,3-5年,硕士,上海拓济医药有限责任公司,制药/生物工程,外资（非欧美）,少于50人,,尽职调查;融资;分析报告;公募基金;宣讲;融资谈判;新闻稿;商业计划书,路演 资本市场
债券销售交易岗（上海）,2-4万·24薪,上海·浦东新区,3年及以上,硕士,广发证券股份有限公司,金融/投资/证券,已上市,10000人以上,保险;五险一金;补充医疗保险;餐饮补贴;通讯补贴;专业培训;绩效奖金;年终奖金;定期体检,免费班车,
固定收益部投资岗,1.1-2.2万,深圳·福田区,3年及以上,本科,格林大华期货有限公司,金融/投资/证券,国企,150-500人,五险一金;补充医疗保险;补充公积金;餐饮补贴;定期体检;年终奖金,期货从业资格;做市交易,投资 银行间市场
保险内勤售后服务 弹性工作制,1-1.5万,北京·丰台区,2年,大专,中国平安人寿保险股份有限公司北京分公司,保险,民营,10000人以上,保险;五险一金;补充医疗保险;补充公积金;员工旅游,投行;私募;理财;信托;贷款;信用卡,金融 销售 银行
002财富业务岗（苏州）,6-7.9千,杭州,无需经验,大专,财通证券股份有限公司绍兴分公司,制药/生物工程,民营,未知,,,
海外证券市场交易员,1-2万,无锡·新吴区,无需经验,本科,上海时典投资咨询有限公司,教育/培训/院校,合资,50-150人,双休;专业培训;有餐补,股票交易员;交易员;新手;法定节假;节假日;上不封顶,证券交易 金融
债券投资交易岗（客需交易方向）,2.5-3.5万·24薪,上海·浦东新区,2年及以上,硕士,广发证券股份有限公司,金融/投资/证券,已上市,10000人以上,保险;五险一金;绩效奖金;带薪年假,公司规模大;管理规范,上市公司
投资助理,3-6千,广州·黄埔区,无需经验,大专,国泰海通证券股份有限公司广州开创大道证券营业部,金融/投资/证券,已上市,少于50人,专业培训,,
证券分析师助理,8千-1.6万,成都·高新区,无需经验,本科,四川景地基业集团有限公司,房地产,民营,150-500人,五险一金;周末双休,办公软件;excel;ppt;会计;经济;市场动态;资料归档,金融 研究报告 资本市场
所长助理 （会计师事务所）,8千-1.4万,深圳·光明区,无需经验,本科,深圳公平会计师事务所（普通合伙）,会计/审计,民营,少于50人,五险一金;员工旅游;交通补贴;专业培训,秘书;助理;办公;会议;文秘;总经理助理;董事长助理;经理助理,
信息披露专员,1.2-1.6万·13薪,沈阳,5年及以上,硕士,拓荆科技股份有限公司,电子技术/半导体/集成电路,已上市,1000-5000人,五险一金;带薪年假;交通补贴,信息披露;公司治理;科创板,上市公司 三会运作 投资者接待
管培生,6-7千,贵阳·南明区,无需经验,大专,贵州汕悠建筑工程有限公司,建筑/建材/工程,民营,未知,五险一金;绩效奖金;年终奖金;定期体检;餐饮补贴,数据分析;商务洽谈;方案论证;研究分析,行业分析 金融学
高级研究员（基金经理）,25-50万/年,,1-5年,本科,珠海市横琴天勤资产管理有限公司,金融/投资/证券,民营,少于50人,五险一金;餐饮补贴;专业培训;绩效奖金;年终奖金,基金;期货;数据分析;外汇;理财;股票;高级研究员,证券
投融资经理（高奖金+双休）,1.6-2.6万·20薪,上海,1年及以上,本科,长沙小科软件开发有限公司,计算机软件,民营,50-150人,双休;五险一金;带薪年假;年终奖金;绩效奖金;项目奖金;专业培训;零食下午茶,高奖金;定期团建,
证券分析师/行业研究员（双休+带薪假）,6-9千·13薪,广州·番禺区,1年及以上,本科,广州柏毅企业咨询有限公司,金融/投资/证券,民营,少于50人,五险一金;员工旅游;餐饮补贴;专业培训;年终奖金;定期体检,股票分析师;股票研究员;基金研究员,证券研究员
固定收益部投资经理,1.5-3万,北京,2年及以上,硕士,江海证券有限公司,金融/投资/证券,国企,1000-5000人,五险一金;定期体检,风险管理;业务拓展;固收;信息披露,营销 投资 投资组合 投资策略制定 控制投资风险
固定收益部-交易岗,,长沙·天心区,2年及以上,硕士,湖南省财信信托有限责任公司,金融/投资/证券,国企,150-500人,六险二金;绩效奖金,经济;询价;公募基金;对外联络;债券市场;债券交易;清算,金融 证券公司 渠道销售
授信尽调岗,1-2万,上海·浦东新区,无需经验,本科,创格融资租赁有限公司,金融/投资/证券,国企,50-150人,五险一金;定期体检;绩效奖金;年终奖金,尽职调查;尽职调查报告;市场信息收集,
债券销售交易岗（上海）,2-4万·24薪,上海·浦东新区,3年及以上,硕士,广发证券股份有限公司,金融/投资/证券,已上市,10000人以上,保险;五险一金;补充医疗保险;餐饮补贴;通讯补贴;专业培训;绩效奖金;年终奖金;定期体检,免费班车,
交易风控（交割）(J10055),7千-1.2万,杭州·上城区,无需经验,本科,南华期货股份有限公司,金融/投资/证券,已上市,500-1000人,五险一金;交通补贴;餐饮补贴;通讯补贴;专业培训;定期体检;绩效奖金,期货;交割;交易,
投资者关系管理专员,1-1.2万,武汉·武昌区,1年及以上,本科,湖北凯龙化工集团股份有限公司,石油/化工/矿产/地质,已上市,1000-5000人,,财务;会计;经济;法律;新闻稿;信息披露,金融 上市公司 证券事务 证券事务代表
行业研究岗（投资助理）,1-1.5万·13薪,深圳·福田区,1-2年,本科,富德控股（集团）有限公司,金融/投资/证券,民营,10000人以上,五险一金;通讯补贴;年终奖金;交通补贴;餐饮补贴;定期体检;专业培训;补充医疗保险;绩效奖金,,
投资分析师助理（非销售岗）,5-7千·13薪,广州·番禺区,无需经验,本科,广州柏毅企业咨询有限公司,金融/投资/证券,民营,少于50人,五险一金;员工旅游;餐饮补贴;专业培训;年终奖金;定期体检;带薪年假,股票;私募;近地铁口,投资
债券投资交易岗（客需交易方向）,2.5-3.5万·24薪,上海·浦东新区,2年及以上,硕士,广发证券股份有限公司,金融/投资/证券,已上市,10000人以上,保险;五险一金;绩效奖金;带薪年假,公司规模大;管理规范,上市公司
资深证券交易员,1-2万,深圳·福田区,1年及以上,本科,广西极犇资本有限公司,金融/投资/证券,民营,少于50人,绩效奖金;专业培训,经济;法律;风险控制;交易系统;交易计划;分析行情;账户交易;股票操盘手,金融 证券交易
产业投资助理,8千-1.5万,上海·闵行区,无需经验,本科,上海佰融实业有限公司,贸易/进出口,民营,少于50人,五险一金;带薪年假,办公软件;管理;数据分析;尽职调查;经济;市场分析;可行性分析;前期调研;行业研究,金融
交易岗,1-1.2万·13薪,上海·黄浦区,1年,本科,华闻期货有限公司,金融/投资/证券,国企,150-500人,五险一金;餐饮补贴;专业培训;定期体检;年终奖金;绩效奖金,期货交易,
资深证券交易员,1-2万,南宁·青秀区,1年及以上,本科,广西极犇资本有限公司,金融/投资/证券,民营,少于50人,绩效奖金;专业培训,经济;法律;风险控制;交易系统;交易计划;分析行情;账户交易;股票操盘手,金融 证券交易
财务经理,1-2万·13薪,上海·闵行区,10年及以上,本科,上海亿韧电子有限公司,电子技术/半导体/集成电路,民营,少于50人,五险一金;员工旅游;年终奖金;绩效奖金;股票期权;专业培训;通讯补贴,弹性工作,
初级基金交易员,7千-1万,苏州·苏州工业园区,无需经验,本科,苏州林鹿私募基金管理有限公司,计算机软件,外资（欧美）,未知,周末双休;专业培训;员工旅游;定期体检;补充医疗保险;五险一金,有转正机会;实习证明,
