职位,薪资,城市,经验,学历,公司,公司领域,公司性质,公司规模,福利标签,技能标签,岗位描述
基金投资负责人,2-3万,苏州·苏州工业园区,5-10年,硕士,金皇冠建设集团有限公司,建筑/建材/工程,民营,50-150人,五险一金,半导体;尽职调查;经济;法律;投后管理;财会,金融 投资 投资策略 行业分析
私募股权基金投资团队负责人,40-50万/年,上海·浦东新区,10年及以上,本科,陆家嘴地产（全名：上海陆家嘴金融贸易区开发股份有限公司）,房地产,国企,150-500人,,上市企业,私募股权基金 基金投资
投资经理/高级投资经理（私募基金方向）,2-3万,上海·浦东新区,5年及以上,硕士,横琴金融投资集团有限公司,金融/投资/证券,国企,150-500人,五险一金;绩效奖金,项目管理;尽职调查;市场分析;宏观经济;pe;项目尽调;vc;资本运作,投资分析 商业模式
投资经理,18-25万/年,上海·浦东新区,3年及以上,本科,兴业期货有限公司,金融/投资/证券,国企,150-500人,五险一金;补充公积金;专业培训,期货;期货从业资格;资产管理;cfa;业务拓展;备案;frm,投资顾问 投资策略
烟草业务经理(湖南公司农药团队),9-12万/年,长沙,2年及以上,大专,广东天禾农资股份有限公司,农/林/牧/渔,已上市,1000-5000人,绩效奖金;五险一金;交通补助,推广;信息收集;农学;植保;产品打造;差旅;渠道开发维护,销售目标分解 农药销售
基金业务经理,7-8千,唐山,2年,本科,永安期货股份有限公司,金融/投资/证券,国企,1000-5000人,五险一金;定期体检;餐饮补贴;通讯补贴;绩效奖金;年终奖金,,
私募基金公司总经理,3-5万,珠海·横琴新区,10年及以上,硕士,横琴金融投资集团有限公司,金融/投资/证券,国企,150-500人,五险一金;绩效奖金,尽职调查;法律;资产配置方案;风险管理;cfa;投后管理;组织架构,金融机构 投资 投资银行
研究所机构销售经理,1.5-2.5万,北京·西城区,1年,硕士,开源证券股份有限公司,金融/投资/证券,国企,1000-5000人,,公募基金;客户开拓;会务安排;组织策划,
西藏区域投资助理（前两年在南京工作学习）,8-12万/年,拉萨·堆龙德庆区,无需经验,本科,江苏毅达股权投资基金管理有限公司,金融/投资/证券,国企,150-500人,绩效奖金;年终奖金;补充医疗保险;员工旅游;交通补贴;五险一金;餐饮补贴;通讯补贴;专业培训;培训,食宿,
周末双休+客户经理,1.2-2.4万,上海,无需经验,本科,河北极限迁跃企业管理咨询有限公司,专业服务(咨询、人力资源、财会),民营,150-500人,周末双休;补贴;提成;五险一金;补充公积金;补充医疗保险;带薪年假,无责底薪;法定节假;节假日;六险一金,
百亿私募基金运营经理,1-1.2万,海口·美兰区,无需经验,本科,海南岚湖私募基金管理有限公司,金融/投资/证券,民营,少于50人,五险一金;补充医疗保险;带薪年假;带薪病假;员工旅游;年终奖金;定期体检;零食下午茶;有餐补;出差补贴,,
机构业务部投资经理,1.5-3万,西安·长安区,无需经验,,华安证券股份有限公司西安西长安街证券营业部,金融/投资/证券,国企,1000-5000人,交通补贴;餐饮补贴;绩效奖金;定期体检;通讯补贴,客户资源;关系维护;机构经纪;项目拓展,
大客户与渠道经理岗位,1.5-3万,珠海,3-4年,本科,珠海市横琴天勤资产管理有限公司,金融/投资/证券,民营,少于50人,五险一金;餐饮补贴;专业培训;绩效奖金;年终奖金;周末双休,基金;理财;股票,销售人员 销售经理 大客户销售
私募基金公司副总经理/总经理,3-5万,深圳·福田区,10年及以上,硕士,横琴金融投资集团有限公司,金融/投资/证券,国企,150-500人,五险一金;绩效奖金,尽职调查;法律;资产配置方案;风险管理;cfa;投后管理;组织架构,金融机构 投资 投资银行
销售交易岗（投资管理总部）,1.5-2.5万,上海,5年及以上,本科,国盛证券有限责任公司,金融/投资/证券,国企,1000-5000人,,证券从业资格;基金;信托;保险;券商资管;企业客户资源;积累客户资源;业务开拓,销售 金融机构
商务BD经理,2-2.5万,北京,5年及以上,大专,道一（天津）企业管理咨询有限公司青岛分公司,专业服务(咨询、人力资源、财会),民营,少于50人,,,
机构业务经理（基金机构销售经理）,5.2千-1万,北京·朝阳区,3年及以上,本科,华福证券有限责任公司,金融/投资/证券,国企,1000-5000人,五险一金,产品推广;资产配置方案;保险;子女医疗保险,销售 机构客户开发 客户路演 综合金融服务 持续营销
融资经理,2.8-5万·13薪,深圳·龙岗区,3-5年,本科,深圳市科信通信技术股份有限公司,通信/电信/网络设备,已上市,500-1000人,五险一金,谈判;融资;融资方案;融资渠道;项目融资;融资成本;资产抵押;融资流程,供应链金融 金融机构资源
销售交易岗（投资管理总部）,1.5-2.5万,深圳·福田区,5年及以上,本科,国盛证券有限责任公司,金融/投资/证券,国企,1000-5000人,,证券从业资格;基金;信托;保险;券商资管;企业客户资源;积累客户资源;业务开拓,销售 金融机构
基金风控总监,20-30万/年,南京·栖霞区,3年及以上,本科,江苏安立丰控股（集团）有限公司,金融/投资/证券,民营,150-500人,五险一金;绩效奖金;专业培训;年终奖金;带薪年假;节日福利;餐饮补贴;员工旅游;交通补贴,风控,金融学 投资
高级客户经理,8千-1.6万,上海·浦东新区,1年,大专,中山证券有限责任公司,金融/投资/证券,民营,1000-5000人,,证券从业资格;理财建议;市场洞察力;资产配置方案;开发客户资源;客户分析,金融 营销 投资服务 维系客户关系
私募基金公司副总经理/总经理,3-5万,上海·浦东新区,10年及以上,硕士,横琴金融投资集团有限公司,金融/投资/证券,国企,150-500人,五险一金;绩效奖金,尽职调查;法律;资产配置方案;风险管理;cfa;投后管理;组织架构,金融机构 投资 投资银行
销售交易岗（投资管理总部）,1.5-2.5万,上海,5年及以上,本科,国盛证券有限责任公司,金融/投资/证券,国企,1000-5000人,,证券从业资格;基金;信托;保险;券商资管;企业客户资源;积累客户资源;业务开拓,销售 金融机构
合规经理 1,2-2.5万,南京·玄武区,3-10年,硕士,南京日神服装有限公司,服装/纺织/皮革,民营,未知,,法律;工商管理;经营管理;投后管理;风控;规章制度;评估报告;基金管理,股权投资 私募基金管理
广东分公司 财富经理岗,5千-1万,广州·天河区,无需经验,大专,东海期货有限责任公司,金融/投资/证券,国企,150-500人,五险一金;补充公积金;定期体检;通讯补贴;餐饮补贴;交通补贴;年终奖金,,
投资研究员/股票研究员,10-20万/年,深圳·宝安区,3-4年,本科,深圳市中泰安投资有限公司,金融/投资/证券,民营,少于50人,,股票研究;股票交易,金融投资分析
贸易/外贸经理/主管,1-1.6万·13薪,惠州,4年及以上,大专,广东博赛数控机床有限公司,机械/设备/重工,民营,150-500人,社保;年终奖金,机械;接待客户;英语;接待;翻译;数据支持;商务接待;听说读写;组织管理;大学英语六级,
投资顾问（福田辖区）,1.2-1.8万,深圳·福田区,2年及以上,本科,国泰海通证券股份有限公司深圳分公司,金融/投资/证券,国企,500-1000人,五险一金;节日福利;补充医疗保险;专业培训;绩效奖金;年终奖金;定期体检;餐饮补贴;带薪年假;带薪病假,,
人力资源经理/主管,1-1.5万,东莞·东城区,2-6年,本科,中惠集团,房地产,民营,500-1000人,五险一金;餐饮补贴;节日福利;带薪年假;周末双休,,
营销经理五险一金5k-10k,6千-1.2万,南京·玄武区,1年及以上,大专,科锐美铭（临沂）人力资源有限公司,专业服务(咨询、人力资源、财会),民营,50-150人,带薪培训;节日福利;五险一金;社保;带薪假期;补贴,奖金;年度体检;底薪;发展空间;慰问金,营销 产品销售
产品经理（保险/证券/基金/金融）,1.5-1.8万,深圳·福田区,6年及以上,本科,深圳市睿服科技有限公司,计算机软件,民营,1000-5000人,五险一金;补充医疗保险,基金;汽车租赁;员工体检,证券 投资
休闲旅游线路运营销售顾问/经理,1-2万,广州,1年及以上,大专,广州市瑞铭家政服务有限公司,生活服务,民营,150-500人,弹性工作;年终奖金;定期体检;绩效奖金;补充医疗保险;专业培训;员工旅游,,
债券投资交易岗（客需交易方向）,2.5-3.5万·24薪,上海·浦东新区,2年及以上,硕士,广发证券股份有限公司,金融/投资/证券,已上市,10000人以上,五险一金;绩效奖金;带薪年假,保险;公司规模大;管理规范,上市公司
投资经理,1.5-1.8万,深圳·南山区,2年及以上,本科,上海势之能投资管理有限公司,金融/投资/证券,民营,50-150人,五险一金;带薪年假;有餐补,团队管理;项目承揽;fa,
资深证券交易员,1-2万,合肥·瑶海区,1年及以上,本科,广西极犇资本有限公司,金融/投资/证券,民营,少于50人,绩效奖金;专业培训,经济;法律;风险控制;交易系统;交易计划;分析行情;账户交易;股票操盘手,金融 证券交易
小区物业经理,4-6千,上海,5年及以上,中技/中专,上海建利物业管理有限公司,生活服务,民营,少于50人,五险一金,物业经理证书;物业管理;客户满意度;维修基金,
固定收益部投资岗,1.1-2.2万,深圳·福田区,3年及以上,本科,格林大华期货有限公司,金融/投资/证券,国企,150-500人,五险一金;补充医疗保险;补充公积金;餐饮补贴;定期体检;年终奖金,期货从业资格;做市交易,投资 银行间市场
交易员,1-2万,北京·丰台区,2年及以上,硕士,财达证券股份有限公司,金融/投资/证券,国企,1000-5000人,专业培训;培训;五险二金,经济;交易;国有企业;职业发展;年休假;产假;法定假日;发展平台,证券
固定收益部-交易岗,,长沙·天心区,2年及以上,硕士,湖南省财信信托有限责任公司,金融/投资/证券,国企,150-500人,六险二金;绩效奖金,经济;询价;公募基金;对外联络;债券市场;债券交易;清算,金融 证券公司 渠道销售
资深证券交易员,1-2万,深圳·福田区,1年及以上,本科,广西极犇资本有限公司,金融/投资/证券,民营,少于50人,绩效奖金;专业培训,经济;法律;风险控制;交易系统;交易计划;分析行情;账户交易;股票操盘手,金融 证券交易
固定收益部销售交易岗,1.1-2.2万,深圳·福田区,3年及以上,本科,格林大华期货有限公司,金融/投资/证券,国企,150-500人,五险一金;补充医疗保险;补充公积金;餐饮补贴,期货从业资格;询价;固定收益;债券;交易;保险,销售 银行间市场
基金公司风控总监（国企）,25-35万/年,南京·雨花台区,5年及以上,硕士,前锦网络信息技术（上海）有限公司,专业服务(咨询、人力资源、财会),合资,5000-10000人,五险一金;补充医疗保险,团队管理;尽职调查;经济;法律;法律法规;风险管理;cfa;风险控制,金融 股权投资
投资经理（银行）,1.5-2.5万,北京·朝阳区,3年及以上,本科,猎创企聘（四川）科技有限公司,贸易/进出口,民营,未知,五险一金,尽职调查;后期服务;行业研究;投行;新能源;智能制造;行业研究报告,股权投资 投资建议书 投资方案
资深证券交易员,1-2万,合肥·瑶海区,1年及以上,本科,广西极犇资本有限公司,金融/投资/证券,民营,少于50人,绩效奖金;专业培训,经济;法律;风险控制;交易系统;交易计划;分析行情;账户交易;股票操盘手,金融 证券交易
客户经理/基金销售,4-8千,西安·高新技术产业开发区,2年,本科,西安江岳私募基金管理有限公司,金融/投资/证券,民营,少于50人,五险一金;餐饮补贴;绩效奖金;年终奖金;股票期权,理财经理;基金销售;基金,投资顾问 基金投资 销售经理 私募
营销经理五险一金5k-10k,6千-1.2万,南京·玄武区,1年及以上,大专,科锐美铭（临沂）人力资源有限公司,专业服务(咨询、人力资源、财会),民营,50-150人,带薪培训;节日福利;五险一金;社保;带薪假期;补贴,奖金;年度体检;底薪;发展空间;慰问金,营销 产品销售
固定收益部销售交易岗,1.1-2.2万,深圳·福田区,2年及以上,本科,格林大华期货有限公司,金融/投资/证券,国企,150-500人,五险一金;补充医疗保险;补充公积金;餐饮补贴;定期体检;年终奖金,期货从业资格;保险;节假日礼物,银行间市场
资深证券交易员,1-2万,南宁·青秀区,1年及以上,本科,广西极犇资本有限公司,金融/投资/证券,民营,少于50人,绩效奖金;专业培训,经济;法律;风险控制;交易系统;交易计划;分析行情;账户交易;股票操盘手,金融 证券交易
优才计划(硕士优选),2-3万,杭州·上城区,3-4年,硕士,中国人寿保险股份有限公司杭州市分公司,金融/投资/证券,国企,500-1000人,培训;补充医疗保险;员工旅游;绩效奖金,管理;招聘;团队管理;基金;维护客户关系,销售 金融 银行 金融行业
资产管理业务总部-交易员岗,1.5-2.5万,上海·浦东新区,3年及以上,硕士,华宝证券股份有限公司,金融/投资/证券,国企,500-1000人,五险一金;年终奖金;定期体检;餐饮补贴;带薪年假;补充医疗保险;通讯补贴;周末双休;交通补贴;节日福利;补充公积金,,
金融期货研究员,1.6-3.2万,北京,2年及以上,硕士,格林大华期货有限公司,金融/投资/证券,国企,150-500人,五险一金;年终奖金;定期体检,计算机;编程;数学;编程语言;建模;股指期货;期权,金融 金融机构 金融衍生品
撮合交易员,1-1.4万,北京·丰台区,3年及以上,本科,川财证券有限责任公司,金融/投资/证券,国企,150-500人,五险一金;带薪年假;年终奖金;专业培训,,
项目经理岗,1.5-2万,苏州·苏州工业园区,2年及以上,硕士,江苏常熟农村商业银行股份有限公司,银行,已上市,1000-5000人,,,
"Senior Manager, Fund Management, China",2.5-3万,上海·黄浦区,5年及以上,本科,凯德商用房产管理咨询（上海）有限公司,房地产,外资（非欧美）,5000-10000人,绩效奖金;定期体检;带薪年假;通讯补贴;补充医疗保险,基金管理,
金融期货研究员,1.6-3.2万,上海·浦东新区,2年及以上,硕士,格林大华期货有限公司,金融/投资/证券,国企,150-500人,五险一金;年终奖金;定期体检,计算机;编程;数学;编程语言;建模;股指期货;期权,金融 金融机构 金融衍生品
债券交易员（资管条线）(J11503),2-3万,上海·浦东新区,2年及以上,硕士,东吴证券股份有限公司,金融/投资/证券,国企,1000-5000人,五险一金;定期体检;带薪年假;周末双休;补充公积金,债券交易员,
期货分析师,1.5-2.5万·13薪,上海·浦东新区,3年及以上,本科,渤海期货股份有限公司,金融/投资/证券,民营,150-500人,周末双休;意外险;五险一金,咨询服务;经济;演讲;交易策略;投教;信息披露,金融 投资者教育 期货投资分析
化妆品海外ODM产品经理（双休）,1.1-1.7万,广州·白云区,3年及以上,本科,广东芭薇生物科技股份有限公司,快速消费品(食品、饮料、化妆品),已上市,1000-5000人,五险一金;年终奖金;专业培训,产品提案;化妆产品开发;全生命周期;产品开发;化妆品行业;odm;oem;产品优化,
法务经理（私募基金方向）,2-3万,珠海·横琴新区,5年及以上,硕士,横琴金融投资集团有限公司,金融/投资/证券,国企,150-500人,五险一金;绩效奖金;餐饮补贴,法律;法律法规;写作;法务;法律文书;尽调;pe;律师;合同法,金融行业
债券销售交易员(J11535),1.5-2.5万,上海·浦东新区,2年及以上,硕士,东吴证券股份有限公司,金融/投资/证券,国企,1000-5000人,五险一金;定期体检;带薪年假;周末双休;补充公积金,保险,销售交易员
广东分公司 财富经理岗,5千-1万,广州·天河区,无需经验,大专,东海期货有限责任公司,金融/投资/证券,国企,150-500人,五险一金;补充公积金;定期体检;通讯补贴;餐饮补贴;交通补贴;年终奖金,,
副总经理,25-30万/年,吉安·吉安县,8年及以上,本科,吉安市聚才职业技能培训学校有限责任公司,专业服务(咨询、人力资源、财会),国企,少于50人,,招商;经济;财会;政府;渠道资源;中共党员;招商流程;招商模式;国有企业,金融 投融资
证券交易员,1-1.5万,苏州·苏州工业园区,2年及以上,本科,苏州林鹿私募基金管理有限公司,计算机软件,外资（欧美）,未知,五险一金;补充医疗保险;员工旅游;专业培训,,
周末双休+客户经理,1.2-2.4万,苏州,无需经验,本科,河北极限迁跃企业管理咨询有限公司,专业服务(咨询、人力资源、财会),民营,150-500人,周末双休;补贴;提成;五险一金;补充公积金;补充医疗保险;带薪年假,无责底薪;法定节假;节假日;六险一金,
财经IP,8千-1.5万,武汉·武昌区,2年及以上,本科,华泰证券股份有限公司湖北分公司,金融/投资/证券,已上市,150-500人,五险一金;补充医疗保险;专业培训;餐饮补贴;绩效奖金;年终奖金;定期体检;员工旅游,主播;财经,
利率衍生品做市交易员,2.5-4万·24薪,上海·浦东新区,3年及以上,硕士,广发证券股份有限公司,金融/投资/证券,已上市,10000人以上,五险一金;绩效奖金;带薪年假,交易策略;风险把控;国债期货;监管法规;利率互换;python;公司规模大;管理规范,
电力交易员,1.5-2.5万·17薪,佛山·顺德区,2年及以上,本科,前锦网络信息技术（上海）有限公司,专业服务(咨询、人力资源、财会),外资（非欧美）,5000-10000人,,,
期货经理,1-1.5万·13薪,佛山·禅城区,5-8年,本科,广东臣泰物资产业有限公司,贸易/进出口,民营,少于50人,五险一金;周末双休;出国机会,,
初级基金交易员,7千-1万,苏州·苏州工业园区,无需经验,本科,苏州林鹿私募基金管理有限公司,计算机软件,外资（欧美）,未知,周末双休;专业培训;员工旅游;定期体检;补充医疗保险;五险一金,有转正机会;实习证明,
交易员（同业业务）,20-30万/年,上海·徐汇区,2年及以上,本科,上海华瑞银行股份有限公司,银行,民营,150-500人,高温补贴;交通补贴;通讯补贴;专业培训;节日福利;绩效奖金;带薪年假;弹性工作,,
周末双休+客户经理,1.2-2.4万,东莞,无需经验,本科,河北极限迁跃企业管理咨询有限公司,专业服务(咨询、人力资源、财会),民营,150-500人,周末双休;补贴;提成;五险一金;补充公积金;补充医疗保险;带薪年假,无责底薪;法定节假;节假日;六险一金,
人事经理（HRBP｜组织建设核心岗位）,2-3.5万,深圳·福田区,3-6年,本科,若水云通供应链（深圳）有限公司,批发/零售,民营,少于50人,五险一金;员工旅游;绩效奖金;年终奖金,招聘;文化体系;人才体系;人力资源模块;企业文化体系;招聘体系;体系搭建,
期货自媒体分析师,1.5-3万,上海·普陀区,1年及以上,本科,金信期货有限公司,金融/投资/证券,民营,150-500人,周末双休,期货从业资格;期货;直播;期货行情分析;视频号直播;自媒体平台;短视频,市场营销 金融 营销策划
法务经理/高级法务经理（私募基金方向）,2-3万,珠海·横琴新区,5年及以上,硕士,横琴金融投资集团有限公司,金融/投资/证券,国企,150-500人,五险一金;绩效奖金;餐饮补贴,法律;法律法规;写作;法务;法律文书;尽调;pe;律师;合同法,金融行业
业务员（项目经理方向）,5-8千,昆山,1年及以上,大专,上海梵泰斯广告有限公司,公关/市场推广/会展,民营,少于50人,员工旅游;绩效奖金;年终奖金;周末双休;五险,项目管理;英语;客户维护;展台设计;跨部门协调,销售 客户开发
基金高级主管（沈阳航空产业投资基金管理有限公司）,8千-1.2万·13薪,沈阳·浑南区,5年及以上,本科,沈阳航空产业集团有限公司,航天/航空,国企,50-150人,五险一金;定期体检;带薪年假,管理;基金;尽职调查;经济;法律法规;cfa;投后管理,金融 投资 股权投资
直播分析师（贵金属、黄金方向）,20-40万/年,上海·杨浦区,2年及以上,本科,中州期货有限公司,金融/投资/证券,国企,150-500人,年终奖金;补充公积金;定期体检;员工旅游;交通补贴;五险一金;餐饮补贴;带薪年假;培训;节假日福利,工作氛围好,
财经IP,8千-1.5万,武汉·武昌区,2年及以上,本科,华泰证券股份有限公司湖北分公司,金融/投资/证券,已上市,150-500人,五险一金;补充医疗保险;专业培训;餐饮补贴;绩效奖金;年终奖金;定期体检;员工旅游,主播;财经,
交易员,5千-1万·13薪,珠海,无需经验,,珠海市横琴天勤资产管理有限公司,金融/投资/证券,民营,少于50人,五险一金;餐饮补贴;专业培训;绩效奖金;年终奖金;周末双休,交易员;操盘手;股票;交易,金融 证券
业务员（项目经理方向）,5-8千,昆山,1年及以上,大专,上海梵泰斯广告有限公司,公关/市场推广/会展,民营,少于50人,员工旅游;绩效奖金;年终奖金;周末双休;五险,项目管理;英语;客户维护;展台设计;跨部门协调,销售 客户开发
期货经理,1-1.5万·13薪,佛山·禅城区,5-8年,本科,广东臣泰物资产业有限公司,贸易/进出口,民营,少于50人,五险一金;周末双休;出国机会,,
债券销售交易员,1-1.2万,深圳·南山区,无需经验,本科,中天证券股份有限公司,金融/投资/证券,民营,未知,五险一金;绩效奖金;年终奖金;定期体检;带薪年假;补充医疗保险;周末双休,,销售
投资中心交易员/研究员,1-1.5万,上海·徐汇区,1-3年,本科,永钢资源有限公司,批发/零售,民营,50-150人,,数据分析;期货;ai;理工;行业研究;新能源;交易策略;交易;衍生品,研究报告
利率衍生品做市交易员,2.5-4万·24薪,上海·浦东新区,3年及以上,硕士,广发证券股份有限公司,金融/投资/证券,已上市,10000人以上,五险一金;绩效奖金;带薪年假,交易策略;风险把控;国债期货;监管法规;利率互换;python;公司规模大;管理规范,
法务经理/高级法务经理（私募基金方向）,2-3万,珠海·横琴新区,5年及以上,硕士,横琴金融投资集团有限公司,金融/投资/证券,国企,150-500人,五险一金;绩效奖金;餐饮补贴,法律;法律法规;写作;法务;法律文书;尽调;pe;律师;合同法,金融行业
人事经理（HRBP｜组织建设核心岗位）,2-3.5万,深圳·福田区,3-6年,本科,若水云通供应链（深圳）有限公司,批发/零售,民营,少于50人,五险一金;员工旅游;绩效奖金;年终奖金,招聘;文化体系;人才体系;人力资源模块;企业文化体系;招聘体系;体系搭建,
基金高级主管（沈阳航空产业投资基金管理有限公司）,8千-1.2万·13薪,沈阳·浑南区,5年及以上,本科,沈阳航空产业集团有限公司,航天/航空,国企,50-150人,五险一金;定期体检;带薪年假,管理;基金;尽职调查;经济;法律法规;cfa;投后管理,金融 投资 股权投资
场内期权做市的负责人/交易员,1.2-2.4万,上海·浦东新区,1年,本科,格林大华期货有限公司,金融/投资/证券,国企,150-500人,五险一金;补充医疗保险;补充公积金;餐饮补贴;定期体检;年终奖金;专业培训,节假日礼物;全年无调休,
法务经理/高级法务经理（私募基金方向）,2-3万,深圳·福田区,5年及以上,硕士,横琴金融投资集团有限公司,金融/投资/证券,国企,150-500人,五险一金;绩效奖金;餐饮补贴,法律;法律法规;写作;法务;法律文书;尽调;pe;律师;合同法,金融行业
直播分析师（贵金属、黄金方向）,20-40万/年,上海·杨浦区,2年及以上,本科,中州期货有限公司,金融/投资/证券,国企,150-500人,年终奖金;补充公积金;定期体检;员工旅游;交通补贴;五险一金;餐饮补贴;带薪年假;培训;节假日福利,工作氛围好,
大客户经理,6-12万/年,常熟,1年及以上,本科,苏豪弘业期货股份有限公司,多元化业务集团公司,国企,5000-10000人,,,
期货市场分析兼操盘手,12-18万/年,南宁·青秀区,2年及以上,本科,广西铝业集团有限公司,采掘业/冶炼,国企,未知,五险一金;专业培训;定期体检;餐饮补贴;周末双休;节日福利;带薪年假,大宗商品市场,
法务经理/高级法务经理（私募基金方向）,2-3万,上海·浦东新区,5年及以上,硕士,横琴金融投资集团有限公司,金融/投资/证券,国企,150-500人,五险一金;绩效奖金;餐饮补贴,法律;法律法规;写作;法务;法律文书;尽调;pe;律师;合同法,金融行业
交易员,7千-1.3万,深圳·罗湖区,2年及以上,本科,山东黄金集团（深圳）黄金珠宝有限公司,奢侈品/收藏品/工艺品/珠宝,国企,150-500人,,财务;数学;交易策略;交易计划;交易操作;风险控制管理;黄金交易;交易规则,经济金融
场外衍生品交易员,1-2万,南京·建邺区,1年及以上,本科,苏豪弘业期货股份有限公司,多元化业务集团公司,国企,5000-10000人,五险一金;绩效奖金;专业培训;年终奖金;定期体检;餐饮补贴;补充医疗保险;周末双休;带薪年假;节日福利,,
期货交易员,1-1.8万·14薪,徐州·鼓楼区,2年及以上,本科,江西浩博新材料科技股份有限公司,原材料和加工,合资,150-500人,五险一金;年终奖金,经济;统计;开户;市场动态;交易系统;交易执行;中间业务,金融 投资 客户营销
招聘经理,8千-1.6万,成都·武侯区,1年及以上,大专,中国平安人寿保险股份有限公司四川分公司,保险,合资,少于50人,周末双休,法定节假;节假日,
权益部-资深投资经理(J51178),3-6万·18薪,上海·浦东新区,5年及以上,硕士,太平资产管理有限公司,金融/投资/证券,国企,150-500人,社保;五险一金;年终奖金;定期体检;专业培训;节日福利;带薪年假;补充医疗保险;补充公积金;年金,保险,
A股短线操盘手（可异地线上）,1-2万,广州·天河区,2年,,广西极犇资本有限公司,金融/投资/证券,民营,少于50人,绩效奖金;专业培训;弹性工作;周末双休,股票;节假日,证券
大客户经理,6-12万/年,常熟,1年及以上,本科,苏豪弘业期货股份有限公司,多元化业务集团公司,国企,5000-10000人,,,
期货交易员,6-8千·13薪,成都·武侯区,无需经验,本科,成都江铜金号有限公司,民营,,未知,,财务;经济;交易策略;交易计划;数据处理软件;行业信息收集;交易台账,金融
交易员,8千-1.2万,深圳·罗湖区,1年及以上,本科,深圳市鑫世汇通供应链有限公司,贸易/进出口,民营,少于50人,,期货交易;黄金;套期保值;数据汇总;期货,
A股短线操盘手（可异地线上）,1-2万,东莞·莞城区,2年,,广西极犇资本有限公司,金融/投资/证券,民营,少于50人,绩效奖金;弹性工作;周末双休,股票;节假日,证券
高级客户经理+薪资8K起+双休,8千-1.6万,武汉·江汉区,1年,大专,武汉云采投资咨询有限公司,金融/投资/证券,民营,少于50人,绩效奖金;周末双休;餐饮补贴;节日福利;通讯补贴;带薪年假;专业培训;住房补贴,全勤奖;电销;面销;融资;助贷,
投资分析员（6K+双休）,6千-1.2万,佛山·南海区,无需经验,大专,广东盛金企业投资有限公司,金融/投资/证券,民营,少于50人,员工旅游;专业培训;出国机会;绩效奖金,技术面分析;基本面分析;量化分析;投后管理,证券期货 金融 投资理财
期货交易员,8千-1.2万,深圳,1年及以上,本科,深圳市鑫世汇通供应链有限公司,贸易/进出口,民营,少于50人,,数据统计,
基金投研岗,1.2-2万,上海·浦东新区,2年及以上,硕士,华金证券股份有限公司,金融/投资/证券,国企,500-1000人,,,
大客户销售经理,1.5-3万,青岛·市南区,2年及以上,大专,泰康人寿保险有限责任公司青岛分公司,保险,民营,未知,年终奖;假日福利;补贴;员工培训,旅游;节假日;商业险;季度奖;奖金;时间自由;津贴,
国内商品期货交易员（可线上）,1-1.5万,上海·黄浦区,2年及以上,,广西极犇资本有限公司,金融/投资/证券,民营,少于50人,绩效奖金;弹性工作;周末双休,期货;风控;交易系统;商品期货;基本面分析;技术分析;风控管理;交易总结;金属,
基金研究员,1.5-2万·18薪,上海·静安区,无需经验,,国泰君安期货有限公司,金融/投资/证券,国企,1000-5000人,补充医疗保险;交通补贴;餐饮补贴;通讯补贴;绩效奖金;年终奖金;定期体检;带薪年假;六险二金,,
董事长秘书-私募基金,8千-1.2万,杭州·滨江区,3年及以上,本科,浙江科澜信息技术有限公司,计算机软件,民营,150-500人,五险一金;带薪年假;有餐补;出差补贴;专业培训,商务拜访;文本撰写;客人接待;c1驾驶证;会议安排,私募基金运营
国内商品期货交易员（可线上）,1-1.5万,深圳·福田区,2年及以上,,广西极犇资本有限公司,金融/投资/证券,民营,少于50人,绩效奖金;弹性工作;周末双休,期货;风控;交易系统;商品期货;基本面分析;技术分析;风控管理;交易总结;金属,
FOF基金经理,1-2万,武汉,3年及以上,本科,正信期货有限公司,金融/投资/证券,民营,150-500人,五险一金;绩效奖金;餐饮补贴;周末双休,期货从业资格;投研,金融
私募股权基金投资合规风控人员,20-30万/年,上海·浦东新区,3年及以上,本科,陆家嘴地产（全名：上海陆家嘴金融贸易区开发股份有限公司）,房地产,国企,150-500人,,尽职调查;法律法规;风控;控制;风险分析,金融 私募基金
私募基金 交易员,8千-1.2万·13薪,上海·浦东新区,1-2年,本科,上海石锋资产管理有限公司,金融/投资/证券,民营,少于50人,五险一金;年终奖金;定期体检;带薪年假;周末双休;下午茶,交易执行;交易日志;预估净值;生日会,
公募基金研究岗,1.5-3万,上海·浦东新区,无需经验,硕士,华宝证券股份有限公司,金融/投资/证券,国企,500-1000人,五险一金;定期体检;餐饮补贴;通讯补贴;交通补贴;带薪年假;补充公积金;做五休二;企业年金,,
售后服务经理,1.5-3万,上海·虹口区,10年及以上,大专,中国人寿保险股份有限公司上海市黄浦支公司,保险,民营,5000-10000人,五险一金;年终奖;年金;过节福利;培训;提成;补充医疗保险;员工旅游,无责底薪;保险;年度旅游;津贴;上五休二,
私募基金 交易员,8千-1.2万·13薪,上海·浦东新区,1-2年,本科,上海石锋资产管理有限公司,金融/投资/证券,民营,少于50人,五险一金;年终奖金;定期体检;带薪年假;周末双休;下午茶,交易执行;交易日志;预估净值;生日会,
私募股权基金投资合规风控人员,20-30万/年,上海·浦东新区,3年及以上,本科,陆家嘴地产（全名：上海陆家嘴金融贸易区开发股份有限公司）,房地产,国企,150-500人,,尽职调查;法律法规;风控;控制;风险分析,金融 私募基金
